date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:34:31	43332/43332	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:32%20GMT	https://aapkapainter.com/reviews	D:/Painting%20websites/Painting%20Website/aapkapainter.com/reviews.html	(from https://aapkapainter.com/)
16:34:31	59937/59937	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:33%20GMT	https://aapkapainter.com/faq	D:/Painting%20websites/Painting%20Website/aapkapainter.com/faq.html	(from https://aapkapainter.com/)
16:34:31	595/595	---M--	200	added ('OK')	image/png	etag:%22253-56eae348866c4%22	https://aapkapainter.com/assets/newdesign/images/homepage/arrow-down-sign-to-navigate.png	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/homepage/arrow-down-sign-to-navigate.png	(from https://aapkapainter.com/)
16:34:32	66259/66259	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:34%20GMT	https://aapkapainter.com/textures-design	D:/Painting%20websites/Painting%20Website/aapkapainter.com/textures-design.html	(from https://aapkapainter.com/)
16:34:32	322/322	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Mar%202020%2011:04:34%20GMT	https://aapkapainter.com/paints	D:/Painting%20websites/Painting%20Website/aapkapainter.com/paints	(from https://aapkapainter.com/)
16:34:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Mar%202020%2011:04:35%20GMT	http://aapkapainter.com/paints/	D:/Painting%20websites/Painting%20Website/aapkapainter.com/paints/index.html	(from https://aapkapainter.com/)
16:34:35	85826/85826	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:35%20GMT	https://aapkapainter.com/waterproofing	D:/Painting%20websites/Painting%20Website/aapkapainter.com/waterproofing.html	(from https://aapkapainter.com/)
16:34:36	90946/90946	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:36%20GMT	https://aapkapainter.com/wall-stencil-painting	D:/Painting%20websites/Painting%20Website/aapkapainter.com/wall-stencil-painting.html	(from https://aapkapainter.com/)
16:34:36	86823/86823	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:38%20GMT	https://aapkapainter.com/interior-painting	D:/Painting%20websites/Painting%20Website/aapkapainter.com/interior-painting.html	(from https://aapkapainter.com/)
16:34:37	75853/75853	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:39%20GMT	https://aapkapainter.com/exterior-painting	D:/Painting%20websites/Painting%20Website/aapkapainter.com/exterior-painting.html	(from https://aapkapainter.com/)
16:34:38	59749/59749	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:40%20GMT	https://aapkapainter.com/wood-painting	D:/Painting%20websites/Painting%20Website/aapkapainter.com/wood-painting.html	(from https://aapkapainter.com/)
16:34:39	57660/57660	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:41%20GMT	https://aapkapainter.com/metal-painting	D:/Painting%20websites/Painting%20Website/aapkapainter.com/metal-painting.html	(from https://aapkapainter.com/)
16:34:39	320/320	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Mar%202020%2011:04:41%20GMT	https://aapkapainter.com/blog	D:/Painting%20websites/Painting%20Website/aapkapainter.com/blog	(from https://aapkapainter.com/)
16:34:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Mar%202020%2011:04:42%20GMT	http://aapkapainter.com/blog/	D:/Painting%20websites/Painting%20Website/aapkapainter.com/blog/index.html	(from https://aapkapainter.com/)
16:34:40	3311/3311	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:42%20GMT	https://aapkapainter.com/v2/auth/login	D:/Painting%20websites/Painting%20Website/aapkapainter.com/v2/auth/login.html	(from https://aapkapainter.com/)
16:34:41	46018/46018	---M--	200	added ('OK')	image/gif	etag:%22b3c2-59a714feb5aae%22	https://aapkapainter.com/assets/newdesign/images/homepage/paint-preload.gif	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/homepage/paint-preload.gif	(from https://aapkapainter.com/)
16:34:43	56154/56154	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:44%20GMT	https://aapkapainter.com/paint-price-calculator	D:/Painting%20websites/Painting%20Website/aapkapainter.com/paint-price-calculator.html	(from https://aapkapainter.com/)
16:34:45	44445/44445	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:47%20GMT	https://aapkapainter.com/house-painting-color-visualizer	D:/Painting%20websites/Painting%20Website/aapkapainter.com/house-painting-color-visualizer.html	(from https://aapkapainter.com/)
16:34:45	48697/48697	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:47%20GMT	https://aapkapainter.com/nerolac-master-painter	D:/Painting%20websites/Painting%20Website/aapkapainter.com/nerolac-master-painter.html	(from https://aapkapainter.com/)
16:34:45	621714/621714	---M--	200	added ('OK')	image/jpeg	etag:%2297c92-56e0c0203ea48%22	https://aapkapainter.com/assets/newdesign/images/homepage/main-image2.jpg	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/homepage/main-image2.jpg	(from https://aapkapainter.com/)
16:34:46	73747/73747	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:48%20GMT	https://aapkapainter.com/painters-in-Bangalore	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-Bangalore.html	(from https://aapkapainter.com/)
16:34:46	75194/75194	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:48%20GMT	https://aapkapainter.com/painters-in-Mumbai	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-Mumbai.html	(from https://aapkapainter.com/)
16:34:47	73503/73503	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:49%20GMT	https://aapkapainter.com/painters-in-Hyderabad	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-Hyderabad.html	(from https://aapkapainter.com/)
16:34:48	72575/72575	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:50%20GMT	https://aapkapainter.com/painters-in-Pune	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-Pune.html	(from https://aapkapainter.com/)
16:34:49	86145/86145	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:51%20GMT	https://aapkapainter.com/painters-in-Delhi	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-Delhi.html	(from https://aapkapainter.com/)
16:34:49	77410/77410	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:51%20GMT	https://aapkapainter.com/painters-in-Chennai	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-Chennai.html	(from https://aapkapainter.com/)
16:34:50	68531/68531	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:52%20GMT	https://aapkapainter.com/painters-in-kolkata	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-kolkata.html	(from https://aapkapainter.com/)
16:34:50	1690/1690	---M--	200	added ('OK')	image/png	etag:%2269a-56df996efb721%22	https://aapkapainter.com/assets/newdesign/images/icon/service_arrow.png	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/icon/service_arrow.png	(from https://aapkapainter.com/)
16:34:50	183/183	---M--	200	added ('OK')	image/png	etag:%22b7-56df996ef78a1%22	https://aapkapainter.com/assets/newdesign/images/homepage/baseline_keyboard_arrow_down_white_18dp.png	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/homepage/baseline_keyboard_arrow_down_white_18dp.png	(from https://aapkapainter.com/)
16:34:51	50889/50889	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:53%20GMT	https://aapkapainter.com/wallpapers	D:/Painting%20websites/Painting%20Website/aapkapainter.com/wallpapers.html	(from https://aapkapainter.com/)
16:34:52	37443/37443	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:54%20GMT	https://aapkapainter.com/careers	D:/Painting%20websites/Painting%20Website/aapkapainter.com/careers.html	(from https://aapkapainter.com/)
16:34:53	78635/78635	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:04:55%20GMT	https://aapkapainter.com/offers	D:/Painting%20websites/Painting%20Website/aapkapainter.com/offers.html	(from https://aapkapainter.com/)
16:34:53	971/971	---M-Z	200	added ('OK')	image/svg+xml	etag:%223cb-56df996ef78a1-gzip%22	https://aapkapainter.com/assets/newdesign/images/homepage/facebook-logo.svg	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/homepage/facebook-logo.svg	(from https://aapkapainter.com/)
16:34:54	1230/1230	---M-Z	200	added ('OK')	image/svg+xml	etag:%224ce-56df996efa781-gzip%22	https://aapkapainter.com/assets/newdesign/images/homepage/youtube.svg	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/homepage/youtube.svg	(from https://aapkapainter.com/)
16:34:54	1228/1228	---M-Z	200	added ('OK')	image/svg+xml	etag:%224cc-56df996ef78a1-gzip%22	https://aapkapainter.com/assets/newdesign/images/homepage/instagram.svg	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/homepage/instagram.svg	(from https://aapkapainter.com/)
16:34:56	1408/1408	---M-Z	200	added ('OK')	image/svg+xml	etag:%22580-56df996ef97e1-gzip%22	https://aapkapainter.com/assets/newdesign/images/homepage/quora-logo.svg	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/homepage/quora-logo.svg	(from https://aapkapainter.com/)
16:34:56	1516/1516	---M-Z	200	added ('OK')	image/svg+xml	etag:%225ec-56df996ef78a1-gzip%22	https://aapkapainter.com/assets/newdesign/images/homepage/linkedin-logo.svg	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/homepage/linkedin-logo.svg	(from https://aapkapainter.com/)
16:34:56	1438/1438	---M-Z	200	added ('OK')	image/svg+xml	etag:%2259e-56df996efa781-gzip%22	https://aapkapainter.com/assets/newdesign/images/homepage/twitter-logo-silhouette.svg	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/homepage/twitter-logo-silhouette.svg	(from https://aapkapainter.com/)
16:34:57	1732/1732	---M-Z	200	added ('OK')	image/svg+xml	etag:%226c4-56df996ef78a1-gzip%22	https://aapkapainter.com/assets/newdesign/images/homepage/google-plus-logo-on-black-background.svg	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/homepage/google-plus-logo-on-black-background.svg	(from https://aapkapainter.com/)
16:34:58	75675/75675	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:05:00%20GMT	https://aapkapainter.com/painters-in-bangalore	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-bangalore-2.html	(from https://aapkapainter.com/)
16:35:00	75433/75433	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:05:01%20GMT	https://aapkapainter.com/painters-in-hyderabad	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-hyderabad-2.html	(from https://aapkapainter.com/)
16:35:00	77152/77152	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:05:02%20GMT	https://aapkapainter.com/painters-in-mumbai	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-mumbai-2.html	(from https://aapkapainter.com/)
16:35:01	74484/74484	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:05:03%20GMT	https://aapkapainter.com/painters-in-pune	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-pune-2.html	(from https://aapkapainter.com/)
16:35:02	88049/88049	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:05:04%20GMT	https://aapkapainter.com/painters-in-delhi	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-delhi-2.html	(from https://aapkapainter.com/)
16:35:02	79380/79380	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:05:04%20GMT	https://aapkapainter.com/painters-in-chennai	D:/Painting%20websites/Painting%20Website/aapkapainter.com/painters-in-chennai-2.html	(from https://aapkapainter.com/)
16:35:03	78182/78182	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:05:05%20GMT	https://aapkapainter.com/terms-and-conditions	D:/Painting%20websites/Painting%20Website/aapkapainter.com/terms-and-conditions.html	(from https://aapkapainter.com/)
16:35:03	4467/4467	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202020%2011:05:06%20GMT	https://aapkapainter.com/index/whatsapp_filter	D:/Painting%20websites/Painting%20Website/aapkapainter.com/index/whatsapp_filter.html	(from https://aapkapainter.com/)
16:35:04	9503/9503	---M--	200	added ('OK')	image/png	etag:%22251f-58302701ebdce%22	https://aapkapainter.com/assets/newdesign/images/whatsapp-button.png	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/whatsapp-button.png	(from https://aapkapainter.com/)
16:35:06	45229/45229	---MC-	200	added ('OK')	text/javascript	date:Thu,%2006%20Feb%202020%2000:21:02%20GMT	http://www.google-analytics.com/analytics.js	D:/Painting%20websites/Painting%20Website/www.google-analytics.com/analytics.js	(from https://aapkapainter.com/)
16:35:06	15196/15196	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4a8d-3b5c%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.3/css/select2.min.css	D:/Painting%20websites/Painting%20Website/cdnjs.cloudflare.com/ajax/libs/select2/4.0.3/css/select2.min.css	(from https://aapkapainter.com/)
16:35:07	66664/66664	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4a8d-10468%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.3/js/select2.min.js	D:/Painting%20websites/Painting%20Website/cdnjs.cloudflare.com/ajax/libs/select2/4.0.3/js/select2.min.js	(from https://aapkapainter.com/)
16:35:07	47192/47192	---MCZ	200	added ('OK')	application/javascript	etag:W/%221104b-56df996f014e1-gzip%22	https://aapkapainter.com/assets/newdesign/js/bootstrap.js	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/js/bootstrap.js	(from https://aapkapainter.com/)
16:35:08	40323/40323	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d3c4-5a1abfe3efb2e-gzip%22	https://aapkapainter.com/assets/newdesign/js/owl.carousel.js	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/js/owl.carousel.js	(from https://aapkapainter.com/)
16:35:08	1260/1260	---MCZ	200	added ('OK')	application/javascript	etag:W/%226aa-58ea822d5b1a7-gzip%22	https://aapkapainter.com/assets/newdesign/js/google-reviews.js	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/js/google-reviews.js	(from https://aapkapainter.com/)
16:35:08	2893/2893	---MCZ	200	added ('OK')	application/javascript	etag:W/%2212f2-56df996f014e1-gzip%22	https://aapkapainter.com/assets/newdesign/js/AnimOnScroll.js	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/js/AnimOnScroll.js	(from https://aapkapainter.com/)
16:35:08	20963/20963	---MCZ	200	added ('OK')	application/javascript	etag:W/%228b6c-56df996f014e1-gzip%22	https://aapkapainter.com/assets/newdesign/js/bootstrap-select.js	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/js/bootstrap-select.js	(from https://aapkapainter.com/)
16:35:09	1064/1064	---MCZ	200	added ('OK')	application/javascript	etag:W/%22531-56df996f014e1-gzip%22	https://aapkapainter.com/assets/newdesign/js/browser_selector.js	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/js/browser_selector.js	(from https://aapkapainter.com/)
16:35:09	6967/6967	---M-Z	200	added ('OK')	application/javascript	etag:%221b37-56df996f02481-gzip%22	https://aapkapainter.com/assets/newdesign/js/jquery.easing.min.js	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/js/jquery.easing.min.js	(from https://aapkapainter.com/)
16:35:10	2840/2840	---MCZ	200	added ('OK')	application/javascript	etag:W/%221f62-57de73c4d8dba-gzip%22	https://aapkapainter.com/assets/newdesign/js/script.js	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/js/script.js	(from https://aapkapainter.com/)
16:35:10	1858/1858	---M--	200	added ('OK')	image/png	etag:%22742-56df996efb721%22	https://aapkapainter.com/assets/newdesign/images/icon/about_arrow.png	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/images/icon/about_arrow.png	(from https://aapkapainter.com/)
16:35:12	2132/2132	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Mar%202020%2011:05:14%20GMT	https://aapkapainter.com/assets/newdesign/css/owl.video.play.png	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/css/owl.video.play.png	(from https://aapkapainter.com/assets/newdesign/css/owl.carousel.css)
16:35:13	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-56df996ef49c1-gzip%22	https://aapkapainter.com/assets/newdesign/fonts/glyphicons-halflings-regular.eot	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/glyphicons-halflings-regular.eot	(from https://aapkapainter.com/assets/newdesign/css/bootstrap.css)
16:35:13	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-56df996ef49c1-gzip%22	https://aapkapainter.com/assets/newdesign/fonts/glyphicons-halflings-regular.eot?	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/glyphicons-halflings-regulard41d.eot	(from https://aapkapainter.com/assets/newdesign/css/bootstrap.css)
16:35:14	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-56df996ef49c1%22	https://aapkapainter.com/assets/newdesign/fonts/glyphicons-halflings-regular.woff2	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/glyphicons-halflings-regular.html	(from https://aapkapainter.com/assets/newdesign/css/bootstrap.css)
16:35:15	23424/23424	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225b80-56df996ef49c1%22	https://aapkapainter.com/assets/newdesign/fonts/glyphicons-halflings-regular.woff	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/glyphicons-halflings-regular.woff	(from https://aapkapainter.com/assets/newdesign/css/bootstrap.css)
16:35:17	45404/45404	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22b15c-56df996ef49c1%22	https://aapkapainter.com/assets/newdesign/fonts/glyphicons-halflings-regular.ttf	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/glyphicons-halflings-regular.ttf	(from https://aapkapainter.com/assets/newdesign/css/bootstrap.css)
16:35:17	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a8c2-56df996ef49c1-gzip%22	https://aapkapainter.com/assets/newdesign/fonts/glyphicons-halflings-regular.svg	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/glyphicons-halflings-regular.svg	(from https://aapkapainter.com/assets/newdesign/css/bootstrap.css)
16:35:19	60767/60767	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-56df996ef3a21-gzip%22	https://aapkapainter.com/assets/newdesign/fonts/fontawesome-webfont.eot?v=4.3.0	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/fontawesome-webfonte0a5.eot	(from https://aapkapainter.com/assets/newdesign/fonts/font-awesome.min.css)
16:35:19	60767/60767	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-56df996ef3a21-gzip%22	https://aapkapainter.com/assets/newdesign/fonts/fontawesome-webfont.eot?	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/fontawesome-webfontd41d.eot	(from https://aapkapainter.com/assets/newdesign/fonts/font-awesome.min.css)
16:35:20	56780/56780	---M--	200	added ('OK')	text/html	etag:%22ddcc-56df996ef49c1%22	https://aapkapainter.com/assets/newdesign/fonts/fontawesome-webfont.woff2?v=4.3.0&display=swap	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/fontawesome-webfont0fe9.html	(from https://aapkapainter.com/assets/newdesign/fonts/font-awesome.min.css)
16:35:21	71508/71508	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2211754-56df996ef49c1%22	https://aapkapainter.com/assets/newdesign/fonts/fontawesome-webfont.woff?v=4.3.0	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/fontawesome-webfonte0a5.woff	(from https://aapkapainter.com/assets/newdesign/fonts/font-awesome.min.css)
16:35:22	122092/122092	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%221dcec-56df996ef49c1%22	https://aapkapainter.com/assets/newdesign/fonts/fontawesome-webfont.ttf?v=4.3.0	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/fontawesome-webfonte0a5.ttf	(from https://aapkapainter.com/assets/newdesign/fonts/font-awesome.min.css)
16:35:22	313398/313398	---MCZ	200	added ('OK')	image/svg+xml	etag:%224c836-56df996ef49c1-gzip%22	https://aapkapainter.com/assets/newdesign/fonts/fontawesome-webfont.svg?v=4.3.0	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/fontawesome-webfonte0a5.svg	(from https://aapkapainter.com/assets/newdesign/fonts/font-awesome.min.css)
16:35:23	105086/105086	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2219a7e-56df996ee7ea1-gzip%22	https://aapkapainter.com/assets/newdesign/fonts/MyriadProRegular.eot	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/MyriadProRegular.eot	(from https://aapkapainter.com/assets/newdesign/fonts/fonts.css)
16:35:23	35996/35996	---M--	200	added ('OK')	text/html	etag:%228c9c-56df996ee8e41%22	https://aapkapainter.com/assets/newdesign/fonts/MyriadProRegular.woff2	D:/Painting%20websites/Painting%20Website/aapkapainter.com/assets/newdesign/fonts/MyriadProRegular.html	(from https://aapkapainter.com/assets/newdesign/fonts/fonts.css)
